0.29,0.59,0.73,0.31,0.21
0.72,0.66,0.61,0.22,0.19
0.18,0.26,0.41,0.30,0.02
0.46,0.69,0.38,0.52,0.22
0.90,0.78,0.73,0.99,0.80
0.24,0.21,0.29,0.99,0.06
0.54,0.63,0.04,0.61,0.60
0.52,0.30,0.50,0.79,0.89
0.63,0.62,0.70,0.66,0.08
0.42,0.49,0.66,0.94,0.20
0.07,0.39,0.02,0.42,0.35
0.29,0.45,0.91,0.88,0.16
0.41,0.93,0.36,0.63,0.06
0.00,0.93,0.40,0.34,0.14
0.23,0.56,0.00,0.40,0.97
0.72,0.27,0.68,0.44,0.11
0.92,0.99,0.21,0.85,0.12
0.90,0.04,0.08,0.15,0.83
0.15,0.10,0.91,0.13,0.39
0.49,0.00,0.11,0.99,0.99
0.44,0.45,0.25,0.28,0.21
0.73,0.23,0.17,0.80,0.15
0.70,0.15,0.53,0.66,0.59
0.42,0.12,0.81,0.37,0.34
0.08,0.99,0.79,0.33,0.87
0.13,0.29,0.40,0.44,1.00
0.82,0.35,0.41,0.09,0.95
0.45,0.72,0.62,0.93,0.67
0.55,0.09,0.25,0.48,0.82
0.22,0.29,0.54,0.44,0.52
0.68,0.18,0.08,0.69,0.56
0.86,0.01,0.70,0.76,0.47
0.01,0.92,0.50,0.07,0.14
0.93,0.40,0.49,0.10,0.13
0.67,0.91,0.04,0.36,0.03
0.99,0.67,0.18,0.20,0.02
0.66,0.15,0.18,0.92,0.52
0.22,0.56,0.74,0.47,0.12
0.33,0.99,0.66,0.80,0.71
0.31,0.14,0.13,0.30,0.53
0.69,0.48,0.39,0.39,0.23
0.92,0.32,0.09,0.61,0.41
0.50,0.50,0.91,0.31,0.48
0.97,0.71,0.69,0.10,0.02
0.25,0.92,0.83,0.84,0.52
0.45,0.46,0.49,0.73,0.52
0.76,0.98,0.29,0.03,0.13
0.35,0.32,0.04,0.68,0.21
0.78,0.36,0.14,0.38,0.16
0.17,0.49,0.80,0.07,0.56
0.31,0.54,0.99,0.30,0.74
0.24,0.44,1.00,0.86,0.74
0.15,0.79,0.76,0.12,0.01
0.65,0.65,0.79,0.26,0.04
0.10,0.22,0.74,0.55,0.23
0.37,0.15,0.27,0.10,0.18
0.85,0.39,0.70,0.57,0.53
0.38,0.68,0.54,0.99,0.64
0.84,0.33,0.02,0.76,0.98
0.51,0.54,0.16,0.54,0.07
0.70,0.84,0.43,0.06,0.08
0.96,0.71,0.29,0.87,0.67
0.36,0.65,0.53,0.67,0.54
0.19,0.24,0.04,0.16,0.07
0.52,0.23,0.82,0.82,0.31
0.56,0.99,0.96,0.08,0.83
0.30,0.43,0.52,0.30,0.31
0.38,0.06,0.77,0.76,0.18
0.09,0.88,0.38,0.81,0.52
0.35,0.48,0.25,0.85,0.19
0.32,0.25,0.22,0.10,0.86
0.43,0.87,0.73,0.42,0.40
0.78,0.34,0.05,0.68,0.88
0.93,0.43,0.26,0.53,0.34
0.17,0.16,0.69,0.16,0.88
0.37,0.85,0.15,0.19,0.52
0.76,0.97,0.21,0.61,0.24
0.33,0.76,0.14,0.61,0.78
0.79,0.82,0.16,0.95,0.86
0.82,0.54,0.83,0.24,0.45
0.30,0.34,0.17,0.21,0.54
0.48,0.29,0.36,0.30,0.64
0.27,0.49,0.84,0.47,0.42
0.40,0.65,0.05,0.20,0.22
0.65,0.07,0.78,0.26,0.65
0.69,0.96,0.67,0.39,0.90
0.64,0.34,0.28,0.89,0.66
0.63,0.09,0.21,0.97,0.52
0.14,0.13,0.37,0.80,0.44
0.99,0.80,0.93,0.29,0.04
0.80,0.16,0.75,0.53,0.62
0.70,0.28,0.44,0.50,0.77
0.35,0.04,0.87,0.38,0.94
0.89,0.77,0.55,0.67,0.33
0.50,0.31,0.54,0.62,0.01
0.21,0.40,0.80,0.41,0.59
0.72,0.82,0.02,0.37,0.69
0.78,0.44,0.67,0.30,0.03
0.05,0.95,0.31,0.17,0.18
0.71,0.10,0.30,0.27,0.20
0.69,0.66,0.49,0.28,0.70
0.86,0.66,0.24,0.12,0.46
0.06,0.65,0.44,0.40,0.43
0.28,0.06,0.58,0.65,0.88
0.18,0.22,0.97,0.33,0.66
0.44,0.65,0.20,0.81,0.39
0.44,0.25,0.76,0.59,0.54
0.58,0.59,0.33,0.49,0.22
0.17,0.34,0.53,0.59,0.76
0.82,0.50,0.58,0.93,0.76
0.05,0.98,0.67,0.02,0.43
0.64,0.22,0.56,0.48,0.36
0.22,0.15,0.37,0.10,0.48
0.33,0.08,0.62,0.73,0.65
0.66,0.49,0.57,0.71,0.78
0.20,0.55,0.75,0.18,0.03
0.65,0.60,0.85,0.22,0.46
0.16,0.42,0.65,0.22,0.93
0.26,0.11,0.04,0.31,0.44
0.51,0.37,0.61,0.83,0.32
0.92,0.73,0.65,0.12,0.75
0.80,0.71,0.56,0.96,0.32
0.29,0.47,0.73,0.28,0.48
0.81,0.52,0.21,0.50,0.04
0.79,0.97,0.12,0.52,0.95
0.41,0.46,0.17,0.62,0.75
0.98,0.23,0.41,0.67,0.91
0.56,0.02,0.59,0.57,0.84
0.60,0.98,0.79,0.77,0.01
0.89,0.67,0.12,0.22,0.20
0.88,0.73,0.88,0.84,0.11
0.56,0.53,0.55,0.10,0.00
0.44,0.07,0.63,0.85,0.97
0.74,0.56,0.04,0.11,0.42
0.92,0.18,0.45,0.14,0.21
0.85,0.23,0.96,0.92,0.71
0.51,0.67,0.41,0.89,0.01
0.65,0.86,0.12,0.43,0.02
0.60,0.50,0.98,0.26,0.07
0.74,0.36,0.68,0.78,0.52
0.58,0.97,0.34,0.22,0.62
0.18,0.10,0.90,0.80,0.25
0.48,0.30,0.43,0.37,0.39
0.19,0.33,0.42,0.32,0.23
0.30,0.33,0.36,0.49,0.84
0.29,0.39,0.45,0.66,0.63
0.94,0.76,0.84,0.61,0.24
0.33,0.20,0.75,0.19,0.49
0.66,0.41,0.94,0.03,0.35
0.73,0.12,0.57,0.91,0.73
0.32,0.29,0.14,0.33,0.50
0.56,0.49,0.66,0.50,0.70
0.66,0.45,1.00,0.45,0.35
0.27,0.37,0.11,0.31,0.43
0.28,0.52,0.34,0.32,0.81
0.40,0.99,0.82,0.67,0.13
0.51,0.60,0.38,0.42,0.25
0.48,0.30,0.33,0.40,0.51
0.72,0.67,0.39,0.67,0.55
0.22,0.39,0.87,0.98,0.29
0.66,0.28,0.02,0.98,0.20
0.51,0.44,0.68,0.08,0.39
0.70,0.16,0.09,0.55,0.17
0.22,0.02,0.25,0.84,0.12
0.89,0.48,0.19,0.82,0.39
0.13,0.15,0.61,0.06,0.12
0.27,0.98,0.27,0.54,0.25
0.57,0.67,0.26,0.93,0.72
0.19,0.56,0.51,0.45,0.54
0.35,0.82,0.70,0.98,0.45
0.98,0.53,0.07,0.18,0.36
0.43,0.60,0.27,0.75,0.30
0.28,0.02,0.84,0.22,0.83
0.39,0.69,0.46,0.81,0.46
0.10,0.30,0.03,0.98,0.14
0.79,0.19,0.82,0.55,0.27
0.95,0.95,0.09,0.72,0.60
0.62,0.16,0.71,0.30,0.86
0.07,0.78,0.61,0.42,0.88
0.08,0.45,0.61,0.56,0.83
0.91,0.18,0.66,0.15,0.04
0.11,0.32,0.31,0.49,0.94
0.21,0.14,0.44,0.07,0.97
0.17,0.73,0.62,0.48,0.51
0.12,0.39,0.73,0.34,0.23
0.53,0.84,0.02,0.56,0.44
0.04,0.18,0.32,0.97,0.54
0.43,0.98,0.78,0.99,0.57
0.40,0.40,0.39,0.35,0.10
0.96,0.22,0.70,0.96,0.16
0.15,0.27,0.87,0.62,0.49
0.26,0.64,0.33,0.77,0.38
0.35,0.37,0.24,0.56,0.32
0.37,0.60,0.27,0.31,0.45
0.05,1.00,0.47,0.34,0.65
0.86,0.03,0.67,0.72,0.16
0.72,0.00,0.23,0.72,0.66
0.62,0.12,0.73,0.27,0.70
0.05,0.61,0.86,0.91,0.35
0.43,0.48,0.79,0.83,0.24
0.89,0.46,1.00,0.24,0.62
0.56,0.12,0.46,0.34,0.72
0.09,0.27,0.04,0.01,0.73
0.54,0.80,0.36,0.35,0.59
0.88,0.40,0.73,0.79,0.59
0.90,0.15,0.44,0.33,0.19
0.24,0.98,0.30,0.98,0.86
0.52,0.26,0.80,0.43,0.75
0.05,0.55,0.56,0.03,0.55
0.07,0.73,0.77,0.62,0.47
0.19,0.03,0.36,0.90,0.85
0.29,0.17,0.70,0.72,0.44
0.07,0.88,0.28,0.59,0.06
0.76,0.87,0.16,0.48,0.95
0.79,0.05,0.99,0.70,0.96
0.23,0.82,0.89,0.90,0.34
0.65,0.66,0.61,0.18,0.45
0.00,0.32,0.37,0.45,0.14
0.24,0.64,0.66,0.24,0.05
0.05,0.48,0.09,0.02,0.20
0.77,0.89,0.77,0.12,0.38
0.19,0.01,0.78,0.20,0.20
0.09,0.33,0.04,0.21,0.67
0.88,0.16,0.64,0.65,0.67
0.94,0.37,0.08,0.92,0.70
0.42,0.27,0.27,0.63,0.91
0.87,0.38,0.87,0.53,0.53
0.46,0.70,0.80,0.30,0.52
0.38,0.23,0.16,0.43,0.67
0.98,0.60,0.49,0.39,0.20
0.86,0.51,0.14,0.93,0.17
0.65,0.10,0.99,0.46,0.79
0.93,0.60,0.09,0.15,0.95
0.54,0.48,0.17,0.04,0.48
0.03,0.69,0.33,0.10,0.15
0.42,0.51,0.66,0.46,0.67
0.42,0.97,0.73,0.96,0.31
0.62,0.15,0.23,0.40,0.54
0.85,0.66,0.09,0.08,0.46
0.90,0.89,0.44,0.64,0.28
0.65,0.65,0.51,0.71,0.49
0.33,0.49,0.69,0.55,0.81
0.90,0.91,0.60,0.53,1.00
0.50,0.42,0.18,0.52,0.82
0.45,0.22,0.99,0.16,0.60
0.49,0.35,0.22,0.65,0.32
0.40,0.75,0.96,0.67,0.92
0.79,0.96,0.95,0.30,0.85
0.80,0.62,0.03,0.82,0.36
0.76,0.13,0.32,0.50,0.24
0.75,0.78,0.04,0.86,0.67
0.31,0.27,0.45,0.24,0.83
0.67,0.64,0.26,0.61,0.56
0.78,0.36,1.00,0.03,0.07
0.91,0.75,0.84,0.71,0.91
0.19,0.46,0.97,0.16,0.89
0.27,0.73,0.40,0.76,0.73
0.08,0.54,0.14,0.03,0.64
0.76,0.67,0.14,0.58,0.27
0.58,0.55,0.04,0.79,0.25
0.76,0.85,0.69,0.81,0.66
0.60,0.88,0.94,0.04,0.78
0.69,0.15,0.17,0.90,0.98
0.35,0.81,0.99,0.94,0.05
0.90,0.02,0.39,0.83,0.38
0.43,0.80,0.90,1.00,0.30
0.33,0.69,0.53,0.46,0.78
0.51,0.38,0.25,0.13,0.67
0.82,0.06,0.23,0.03,0.96
0.20,0.46,0.28,0.99,0.92
0.39,0.44,0.32,0.79,0.25
0.10,0.57,0.65,0.25,0.41
0.91,0.88,0.97,0.20,0.84
0.63,0.72,0.81,0.40,0.72
0.33,0.07,0.85,0.69,0.41
0.71,0.99,0.94,0.51,0.75
0.13,0.70,0.02,0.47,0.35
0.85,0.46,0.12,0.14,0.38
0.84,0.53,0.71,0.69,0.56
0.45,0.44,0.91,0.67,0.83
0.63,0.50,0.02,0.03,0.46
0.51,0.62,0.81,0.72,0.93
0.17,0.68,0.76,0.80,0.97
0.74,0.64,0.51,0.60,0.48
0.49,0.43,0.52,0.12,0.08
0.61,0.56,0.86,0.87,0.55
0.52,0.56,0.85,0.51,0.87
0.84,0.19,0.32,0.01,0.32
0.80,0.39,0.31,0.44,0.93
0.55,0.07,0.36,0.52,0.42
0.04,0.24,0.01,0.82,0.01
0.16,0.85,0.80,0.71,0.26
0.40,0.36,0.18,0.14,0.51
0.10,0.34,0.31,0.05,0.35
0.62,0.34,0.52,0.11,0.85
0.78,0.78,0.93,0.96,0.47
0.74,0.32,0.36,0.21,0.39
0.34,0.89,0.77,0.63,0.82
0.05,0.35,0.11,0.14,0.64
0.86,0.31,0.23,0.09,0.50
